CustomerID,Recency,Frequency,Monetary,num_meses_activo,frecuencia_mensual,dias_entre_compras,ticket_promedio,gasto_mensual,num_productos_unicos,diversidad_producto,cantidad_total_comprada,cantidad_promedio_por_compra,num_cancelaciones,tasa_cancelacion,valor_devuelto,ratio_devolucion_monetario,compras_fin_semana,ratio_fin_semana,pais_France,pais_Germany,pais_Otros,pais_United Kingdom,dia_Friday,dia_Monday,dia_Sunday,dia_Thursday,dia_Tuesday,dia_Unknown,dia_Wednesday
12346.0,2.0601503759398496,-0.3333333333333333,-0.42744332327466533,-0.3333333333333333,0.0,-0.4261119081779053,-0.6218116884548399,-0.6416401963615361,-0.5818181818181818,-0.8125,-0.3282674772036474,-0.1873449131513647,1.0,5.0,11.829383886255924,50.54356164383657,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0
12347.0,-0.37593984962406013,1.6666666666666667,3.268684772269026,1.6666666666666667,0.0,0.4461979913916786,1.464077070611318,1.0660193473866588,1.2727272727272727,0.04437500000000005,3.0425531914893615,1.1401985111662531,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
12348.0,0.17293233082706766,0.6666666666666666,0.7292397740668424,0.6666666666666666,0.0,0.9225251076040172,0.3661294944996804,0.1671599768986428,-0.21818181818181817,-0.546875,2.814589665653495,2.4615384615384617,0.0,0.0,0.0,0.0,1.0,2.5,0,0,1,0,0,0,0,1,0,0,0
12349.0,-0.24812030075187969,-0.3333333333333333,0.7493298014209574,-0.3333333333333333,0.0,-0.4261119081779053,5.0780185622010094,4.024653479641929,0.7090909090909091,3.625,0.44680851063829785,2.9764267990074447,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
12350.0,1.9398496240601504,-0.3333333333333333,-0.27305869983751385,-0.3333333333333333,0.0,-0.4261119081779053,0.1259672405811159,-0.029454230436038207,-0.3090909090909091,0.125,-0.2127659574468085,0.28411910669975193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1
12352.0,-0.12030075187969924,1.6666666666666667,0.7203735816595437,0.6666666666666666,3.750000000000001,0.19512195121951215,-0.29924384383060326,0.15838868033496964,0.43636363636363634,-0.36624999999999996,0.2887537993920973,-0.4658808933002481,1.0,0.7144999999999999,11.405687203791468,11.89041095890411,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1
12353.0,1.1428571428571428,-0.3333333333333333,-0.46003158694830937,-0.3333333333333333,0.0,-0.4261119081779053,-0.7796565331452128,-0.770863413225527,-0.5272727272727272,-0.625,-0.48024316109422494,-0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0
12354.0,1.3533834586466165,-0.3333333333333333,0.42804411249322966,-0.3333333333333333,0.0,-0.4261119081779053,3.521835938361147,2.7506497256713827,0.45454545454545453,2.75,0.2948328267477204,2.3560794044665014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0
12355.0,1.218045112781955,-0.3333333333333333,-0.12286139519641713,-0.3333333333333333,0.0,-0.4261119081779053,0.8534644297965212,0.566127634998556,-0.36363636363636365,-0.0625,-0.1458966565349544,0.5570719602977668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
12356.0,-0.21804511278195488,0.3333333333333333,1.7232273304477244,0.3333333333333333,0.0,1.740315638450502,2.4836754039813935,1.9007363557609005,0.34545454545454546,0.2081249999999999,1.8799392097264438,2.3207196029776673,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
12358.0,-0.37593984962406013,0.0,0.3037535671859852,0.0,0.0,1.7116212338593972,0.8738784418332929,0.5828400231013571,-0.38181818181818183,-0.5,-0.14285714285714285,-0.18114143920595527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
12359.0,-0.3308270676691729,0.6666666666666666,4.0592960752989145,0.6666666666666666,0.0,0.8837876614060257,4.398492096735081,3.4683439214553857,3.290909090909091,2.46875,1.9346504559270516,1.5632754342431763,2.0,2.5,8.009478672985782,2.287671232876712,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0
12360.0,0.0,0.3333333333333333,1.4955009080109782,0.3333333333333333,0.0,0.6355810616929698,2.116002733625802,1.59973289055732,1.290909090909091,1.291875,1.2462006079027355,1.458436724565757,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
12361.0,1.7669172932330828,-0.3333333333333333,-0.38183795986545965,-0.3333333333333333,0.0,-0.4261119081779053,-0.40091708736579873,-0.4607998844932139,-0.43636363636363634,-0.3125,-0.3738601823708207,-0.3734491315136476,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
12362.0,-0.3684210526315789,2.6666666666666665,3.705467637032283,2.0,1.2500000000000002,0.03873744619799138,0.8847688543021539,1.012741842333237,3.036363636363636,0.375,2.8282674772036476,0.4311414392059554,3.0,1.4999999999999998,6.791469194312796,2.1095890410958904,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0
12363.0,0.43609022556390975,0.0,-0.03856884725844405,0.0,0.0,1.467718794835007,0.04484028129891323,-0.09587063239965347,-0.18181818181818182,-0.15625,0.1094224924012158,0.3337468982630274,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
