CustomerID,PC1,PC2,Cluster_HDBSCAN,Cluster_HDBSCAN_v2
12346.0,46.73427102689868,-16.77369902244953,-1,-1
12347.0,-2.439682405484422,1.7488980017294151,-1,0
12348.0,-2.547227690468492,0.5228443032345661,-1,0
12349.0,-2.618213001264553,0.6487039479858615,-1,0
12350.0,-2.562698408349939,-1.0553441596273814,-1,0
12352.0,13.696809847027044,3.255860451362165,-1,0
12353.0,-2.5484519056585904,-1.37169310410267,-1,0
12354.0,-2.6055203975247823,0.0987147605723346,0,0
12355.0,-2.56145482223559,-0.8364588111075365,0,0
12356.0,-2.5094509014212867,0.8312688891996517,0,0
12358.0,-2.527863404721601,-0.5757110816805088,0,0
12359.0,4.02911556144423,7.131964232046075,0,0
12360.0,-2.53291780327546,0.6562693942167167,0,0
12361.0,-2.556635240472929,-1.261791924243493,0,0
12362.0,3.298069763589348,6.644119445624175,0,0
12363.0,-2.53954135483507,-0.7251479537230172,0,0
12364.0,-2.568197760416888,0.2788605596723487,0,0
12365.0,-2.569340165253076,-1.024982672531798,0,0
12367.0,-2.555679494122749,-1.0954205108457988,0,0
12370.0,-2.4840765713622166,1.7851756619214445,0,0
12371.0,-2.606711129392027,0.6681285095545452,0,0
12372.0,-2.5186484210000883,-0.1995350843524451,0,0
12373.0,-2.561071562992116,-1.0398892818878414,0,0
12374.0,-2.5781083463612484,-0.466856768407203,0,0
12375.0,-1.4676418886748448,-1.1408555074630549,0,0
12377.0,-2.5618758052095654,0.1813311199506093,0,0
12379.0,-1.827161343342719,-0.5607764212302728,0,0
12380.0,-1.8895448115606197,0.7816400538752138,0,0
12381.0,2.925353065396721,1.2391698955391417,0,0
12383.0,-0.9714091917537508,0.7823392484029196,0,0
12384.0,3.91287376638844,-2.493171043760888,0,0
12386.0,-2.538711739906947,-0.9873076082506234,0,0
12388.0,-2.503846310744009,0.8646119755702361,0,0
12390.0,-2.5758334490379817,-0.5963081478522558,0,0
12391.0,-2.6223166067562,-0.4742227496340379,0,0
12393.0,-2.486355994871352,0.2361066568456391,0,0
12394.0,-2.536781787061316,-0.4597969740518671,0,0
12395.0,-0.1798834045211763,2.9895552766341256,0,0
12397.0,-2.5669086024553613,0.9626027093383654,0,0
12398.0,-2.623128240090556,1.066018441350994,0,0
12399.0,-2.511589815011476,-0.0875567215640108,0,0
12401.0,-2.548750348511984,-1.4420367133715704,0,0
12402.0,-2.55661680582933,-1.2514323719607603,0,0
12403.0,-2.5480672519635386,-0.9614408793805932,0,0
12405.0,-2.6041992904395395,0.6604836779442834,0,0
12407.0,-2.5236579287651666,0.4273496243805968,0,0
12408.0,0.953499946295544,2.524361854872065,0,0
12410.0,1.1058840544901725,-0.8431217880161725,0,0
12412.0,-2.5269678600842957,-0.1910775169200026,0,0
12413.0,-0.1424812880881969,-0.8331101923461494,0,0
12414.0,-2.525897520400221,-0.8938091333454627,0,0
12417.0,3.3467413787823883,4.880449107181865,0,0
12418.0,-2.581845234126856,-0.3980083391842662,0,0
12420.0,-2.575633060926996,-0.5106689136579233,0,0
12421.0,-2.5703660261393937,-0.4545945916369509,0,0
12422.0,-2.5288853129972506,-0.6271613320344466,0,0
12423.0,-1.101932025908866,0.9955149868569536,0,0
12424.0,-2.4722352824068583,1.0814797731191312,0,0
12425.0,-2.583058721917615,-0.2054199262977405,0,0
12426.0,-2.7931180904519,-0.5754363597705421,0,0
12427.0,16.285875896791712,-2.875742465077676,0,0
12428.0,0.646021757186344,6.450486094195933,0,0
12429.0,-2.492680298273989,1.1468307188853353,0,0
12430.0,-2.553232181375073,-1.0875498484567885,0,0
12431.0,2.9554799180349507,7.842576760641167,0,0
12432.0,-2.428828101417668,2.616262403630139,0,0
12434.0,6.006433312908282,-0.949512905275938,0,0
12436.0,-2.559629303459368,-0.8261858917376322,0,0
12437.0,1.9469628514049149,6.238849872328688,0,0
12438.0,-2.553456051979756,1.0157903275381184,0,0
12441.0,-2.5566844294763293,-1.2881085542492132,0,0
12442.0,-2.555428529193349,-1.0906352701568889,0,0
12444.0,-2.4874737152723183,1.268445057069377,0,0
12445.0,-2.545824592212893,-1.2749900496680708,0,0
12446.0,-2.5993190721692536,-0.0186360815222447,0,0
12447.0,-2.7893215238464766,-0.7319910421452867,0,0
12448.0,-2.5645878680194576,-0.8683275245585389,0,0
12449.0,-2.5543480359951123,1.401345305607541,0,0
12450.0,-2.648857818760188,-1.055622663680421,0,0
12452.0,-2.5621171070501543,-0.8682100087772033,0,0
12453.0,-2.5902592457919416,-0.2905750279237756,0,0
12455.0,-2.486080511009894,0.8241315060384048,0,0
12456.0,0.2081945913889278,2.3664642037151635,0,0
12458.0,-2.539543825941172,-0.4817193811028615,0,0
12461.0,-2.5803403033784176,-0.5469269478129949,0,0
12462.0,9.44049627416728,-0.2751265442609051,0,0
12463.0,3.005618844837354,0.5567387841394477,0,0
12464.0,-2.4448149369771697,-0.0567420238960475,0,0
12465.0,-0.3956358664743185,-0.7086280026501379,0,0
12468.0,-1.0818585866720218,-0.7240993403927053,0,0
12473.0,1.5318402527235824,3.311796344612276,0,0
12475.0,-2.584284141331022,-0.277056092686667,0,0
12478.0,-2.5776615272551733,-0.5880519904991975,0,0
12479.0,12.75788449871321,-3.9704121734377367,0,0
12480.0,-2.509183166374925,1.0662541981205504,0,0
12481.0,-1.8590403576111705,3.210391100207298,0,0
12483.0,2.078772416455971,2.213873291753377,0,0
12484.0,1.49273647465981,4.788366562866088,0,0
12488.0,-2.597560927318871,-0.1758959638745481,0,0
12489.0,-2.5616008093471323,-1.144368333035973,0,0
12490.0,-2.427292020350336,2.6717956552211817,0,0
12491.0,-2.5683527881003,-0.7385680484219411,0,0
12492.0,-2.5414288604577884,-1.026983542999533,0,0
12493.0,2.339166508684939,-2.2991534563120712,0,0
12494.0,12.187045035151584,1.5576722238588658,0,0
12497.0,-2.5663393753507866,0.2804484990002991,0,0
12498.0,-2.497728154495041,-0.5858091912653137,0,0
12500.0,0.594668731126617,3.775073313390912,0,0
12502.0,-2.4927952721864672,0.6576496234573964,0,0
12506.0,-2.566668638505769,-1.3321304149750215,0,0
12507.0,5.506191695854838,0.2328900605988387,0,0
12508.0,-2.602576241775365,0.046434996165078,0,0
12509.0,-2.5532843039438373,-1.312618488561217,0,0
12510.0,-2.5370473762547827,-0.5995130375967408,0,0
12512.0,-2.4857367468880143,-0.4502115859536135,0,0
12513.0,4.548638535062956,-1.770308049500143,0,0
12514.0,-2.5979412036556995,-0.0505675087275084,0,0
12515.0,-2.562479394020684,-1.1449654441063128,0,0
12516.0,-2.6438693019432247,-0.0343763750906861,0,0
12517.0,1.4509957870735408,2.6875334057879434,0,0
12518.0,-2.540691305488634,0.5277848404372921,0,0
12519.0,-2.561104492836262,-0.9793441773652444,0,0
12520.0,2.8131821222200086,3.156092539964111,0,0
12521.0,-2.581136861365727,-0.5899299474613994,0,0
12522.0,-2.473353710660902,-0.4269031558951126,0,0
12523.0,1.534490965999793,2.0638824531437847,0,0
12524.0,-2.44334902558416,2.218564635789039,0,0
12526.0,-2.531485637049196,-0.1731599752386411,0,0
12527.0,-2.5241450253309985,-0.9035159201686278,0,0
12528.0,-0.8390384874479007,0.6143698257684554,0,0
12530.0,2.771986177465473,0.9560997647299112,0,0
12531.0,-2.559734083930307,-1.2066110502889158,0,0
12532.0,-2.556914771625341,-0.945032092659796,0,0
12534.0,-2.611778492487601,0.153207426643213,0,0
12535.0,-2.5413619595189334,-0.7076348290127377,0,0
12538.0,-2.56426040347904,-0.8488332914029447,0,0
12539.0,-2.465797807025504,2.7790289871930094,0,0
12541.0,-2.598034422942068,-0.2760699580420569,0,0
12544.0,5.066458764556281,-3.3733184353308605,0,0
12545.0,-2.65134603739359,-0.3317811500399801,0,0
12546.0,1.0297364530277804,-0.0890203661508923,0,0
12547.0,-2.5367925448438235,-1.1970983094895895,0,0
12548.0,-2.7672424632725194,-1.216709136852077,0,0
12550.0,-2.602102621669405,-0.0429860343604575,0,0
12551.0,-2.558728792037865,-1.2899176813370643,0,0
12552.0,-2.562561499263657,-0.986429811068156,0,0
12553.0,1.429896521835844,3.9618548901354975,0,0
12556.0,-2.575873866686897,-0.4677431071113568,0,0
12557.0,-2.4236834847496764,2.584322102192009,0,0
12558.0,53.97681330965079,-6.324995364797821,-1,-1
12559.0,4.639732894696771,-2.293052500904321,0,0
12560.0,1.2495720300877604,1.9445298480469144,0,0
12561.0,-2.563105759186948,-1.1181721134742373,0,0
12562.0,-2.4539489911116923,1.2453674557631649,0,0
12564.0,-2.5640893058197127,-0.974650037425532,0,0
12565.0,10.413027046447697,-6.956878994390919,0,0
12566.0,0.1945007800959768,-1.7418196816155405,0,0
12569.0,-0.0733064411421566,5.188490358385646,0,0
12571.0,-2.5444875099129747,-0.6305423998225229,0,0
