CustomerID,PC1,PC2,Cluster_GMM,Max_Prob
12346.0,46.73427102689868,-16.77369902244953,0,1.0
12347.0,-2.439682405484422,1.7488980017294151,1,0.9676579909365168
12348.0,-2.547227690468492,0.5228443032345661,1,0.9963896415242854
12349.0,-2.618213001264553,0.6487039479858615,1,0.9942484254748203
12350.0,-2.562698408349939,-1.0553441596273814,2,0.9865552623450943
12352.0,13.696809847027044,3.255860451362165,0,0.9998349217363403
12353.0,-2.5484519056585904,-1.37169310410267,2,0.9913092933816865
12354.0,-2.6055203975247823,0.0987147605723346,1,0.9971286907798159
12355.0,-2.56145482223559,-0.8364588111075365,2,0.9770279834439679
12356.0,-2.5094509014212867,0.8312688891996517,1,0.9947936639970304
12358.0,-2.527863404721601,-0.5757110816805088,2,0.8584744046195297
12359.0,4.02911556144423,7.131964232046075,3,0.6954041895378416
12360.0,-2.53291780327546,0.6562693942167167,1,0.9958729448982556
12361.0,-2.556635240472929,-1.261791924243493,2,0.990984408635267
12362.0,3.298069763589348,6.644119445624175,3,0.84669344036709
12363.0,-2.53954135483507,-0.7251479537230172,2,0.9679771838605647
12364.0,-2.568197760416888,0.2788605596723487,1,0.9964466998065156
12365.0,-2.569340165253076,-1.024982672531798,2,0.9773597660035188
12367.0,-2.555679494122749,-1.0954205108457988,2,0.9906542639524997
12370.0,-2.4840765713622166,1.7851756619214445,1,0.9632603188098915
12371.0,-2.606711129392027,0.6681285095545452,1,0.9946007581690189
12372.0,-2.5186484210000883,-0.1995350843524451,1,0.9177926007454476
12373.0,-2.561071562992116,-1.0398892818878414,2,0.9873392379162899
12374.0,-2.5781083463612484,-0.466856768407203,2,0.5473349795788576
12375.0,-1.4676418886748448,-1.1408555074630549,3,0.9833723249324097
12377.0,-2.5618758052095654,0.1813311199506093,1,0.9936040846797976
12379.0,-1.827161343342719,-0.5607764212302728,3,0.984302105034661
12380.0,-1.8895448115606197,0.7816400538752138,3,0.9876822386742748
12381.0,2.925353065396721,1.2391698955391417,3,0.9898245379355018
12383.0,-0.9714091917537508,0.7823392484029196,3,0.9909561234271373
12384.0,3.91287376638844,-2.493171043760888,3,0.9677852697239705
12386.0,-2.538711739906947,-0.9873076082506234,2,0.9876846652710746
12388.0,-2.503846310744009,0.8646119755702361,1,0.9945000123751968
12390.0,-2.5758334490379817,-0.5963081478522558,2,0.7950064865434666
