CustomerID,PC1,PC2
12346.0,46.73427102689868,-16.77369902244953
12347.0,-2.439682405484422,1.7488980017294153
12348.0,-2.5472276904684916,0.5228443032345661
12349.0,-2.618213001264553,0.6487039479858615
12350.0,-2.562698408349939,-1.0553441596273814
12352.0,13.696809847027044,3.255860451362165
12353.0,-2.5484519056585904,-1.37169310410267
12354.0,-2.6055203975247823,0.09871476057233464
12355.0,-2.56145482223559,-0.8364588111075365
12356.0,-2.5094509014212867,0.8312688891996517
12358.0,-2.527863404721601,-0.5757110816805088
12359.0,4.02911556144423,7.131964232046075
12360.0,-2.5329178032754602,0.6562693942167167
12361.0,-2.556635240472929,-1.261791924243493
12362.0,3.298069763589348,6.644119445624175
12363.0,-2.53954135483507,-0.7251479537230172
12364.0,-2.5681977604168877,0.2788605596723487
12365.0,-2.569340165253076,-1.0249826725317979
12367.0,-2.555679494122749,-1.0954205108457988
12370.0,-2.4840765713622166,1.7851756619214445
12371.0,-2.606711129392027,0.6681285095545452
12372.0,-2.5186484210000883,-0.19953508435244516
12373.0,-2.5610715629921157,-1.0398892818878414
12374.0,-2.5781083463612484,-0.466856768407203
12375.0,-1.4676418886748448,-1.1408555074630549
12377.0,-2.5618758052095654,0.18133111995060935
12379.0,-1.827161343342719,-0.5607764212302728
12380.0,-1.8895448115606195,0.7816400538752138
12381.0,2.9253530653967212,1.2391698955391415
12383.0,-0.9714091917537508,0.7823392484029196
12384.0,3.91287376638844,-2.4931710437608876
12386.0,-2.538711739906947,-0.9873076082506234
12388.0,-2.503846310744009,0.8646119755702361
12390.0,-2.5758334490379817,-0.5963081478522558
12391.0,-2.6223166067562,-0.4742227496340379
12393.0,-2.4863559948713516,0.23610665684563914
12394.0,-2.536781787061316,-0.4597969740518671
12395.0,-0.17988340452117635,2.9895552766341256
12397.0,-2.5669086024553613,0.9626027093383654
12398.0,-2.6231282400905562,1.066018441350994
12399.0,-2.511589815011476,-0.08755672156401084
12401.0,-2.5487503485119833,-1.4420367133715704
12402.0,-2.55661680582933,-1.2514323719607603
12403.0,-2.5480672519635386,-0.9614408793805933
12405.0,-2.6041992904395395,0.6604836779442834
12407.0,-2.5236579287651666,0.42734962438059687
12408.0,0.953499946295544,2.5243618548720654
12410.0,1.1058840544901725,-0.8431217880161725
12412.0,-2.5269678600842953,-0.19107751692000263
12413.0,-0.14248128808819693,-0.8331101923461494
12414.0,-2.525897520400221,-0.8938091333454627
12417.0,3.3467413787823883,4.880449107181865
12418.0,-2.581845234126856,-0.39800833918426626
12420.0,-2.5756330609269957,-0.5106689136579233
12421.0,-2.5703660261393937,-0.45459459163695093
12422.0,-2.5288853129972506,-0.6271613320344466
12423.0,-1.101932025908866,0.9955149868569536
12424.0,-2.4722352824068583,1.0814797731191312
12425.0,-2.583058721917615,-0.20541992629774053
12426.0,-2.7931180904519,-0.5754363597705421
12427.0,16.285875896791712,-2.8757424650776757
12428.0,0.646021757186344,6.450486094195933
12429.0,-2.4926802982739895,1.1468307188853353
12430.0,-2.553232181375073,-1.0875498484567885
12431.0,2.9554799180349507,7.842576760641167
12432.0,-2.4288281014176674,2.616262403630139
12434.0,6.006433312908282,-0.9495129052759381
12436.0,-2.559629303459368,-0.8261858917376322
12437.0,1.9469628514049147,6.238849872328688
12438.0,-2.553456051979756,1.0157903275381184
12441.0,-2.5566844294763293,-1.2881085542492132
12442.0,-2.555428529193349,-1.0906352701568887
12444.0,-2.4874737152723183,1.268445057069377
12445.0,-2.5458245922128935,-1.2749900496680708
12446.0,-2.5993190721692536,-0.01863608152224472
12447.0,-2.7893215238464766,-0.7319910421452867
12448.0,-2.5645878680194576,-0.8683275245585389
12449.0,-2.5543480359951123,1.4013453056075407
12450.0,-2.6488578187601877,-1.055622663680421
12452.0,-2.5621171070501543,-0.8682100087772033
12453.0,-2.5902592457919416,-0.29057502792377565
12455.0,-2.486080511009894,0.8241315060384048
12456.0,0.20819459138892782,2.3664642037151635
12458.0,-2.539543825941172,-0.4817193811028615
12461.0,-2.5803403033784176,-0.5469269478129949
12462.0,9.44049627416728,-0.27512654426090516
12463.0,3.005618844837354,0.5567387841394477
12464.0,-2.4448149369771697,-0.056742023896047544
12465.0,-0.3956358664743185,-0.7086280026501379
12468.0,-1.0818585866720218,-0.7240993403927053
12473.0,1.5318402527235824,3.311796344612276
12475.0,-2.584284141331022,-0.27705609268666703
12478.0,-2.5776615272551733,-0.5880519904991975
12479.0,12.75788449871321,-3.9704121734377367
12480.0,-2.509183166374925,1.0662541981205504
12481.0,-1.8590403576111703,3.210391100207298
12483.0,2.078772416455971,2.213873291753377
12484.0,1.49273647465981,4.788366562866088
12488.0,-2.597560927318871,-0.1758959638745481
12489.0,-2.5616008093471323,-1.144368333035973
12490.0,-2.427292020350336,2.6717956552211817
12491.0,-2.5683527881003,-0.7385680484219411
12492.0,-2.5414288604577884,-1.026983542999533
