Fecha,Ventas,NumTransacc,NumPedidos,NumClientes,UnidadesVendidas,EsFinDeSemana,Trimestre,SemanaMes,DiaAnio,SemanaAnio,Ventas_Lag1,Ventas_Lag7,Ventas_Media_7d,Ventas_Media_30d,Es_Navidad,Dias_para_Navidad,DiaSemana_sin,DiaSemana_cos,Mes_sin,Mes_cos,Prod_20724,Prod_20725,Prod_21212,Prod_21977,Prod_22086,Prod_22178,Prod_22197,Prod_22492,Prod_22834,Prod_23084,Prod_23203,Prod_23307,Prod_47566,Prod_71459,Prod_84077,Prod_84755,Prod_84879,Prod_85099B,Prod_85123A,Prod_Otros,Prod_Sin_Actividad
2010-12-08,1.0842761853633536,1.1720533470354422,1.913659051673547,1.926774861322232,1.0055847012365327,0,1.3245226204765927,-0.5490158829362881,1.495572651997046,1.4794986122049596,2.077551815488814,1.724011994159132,1.9126167752942074,2.419063186571504,0,3.1034717614837843,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-12-09,1.2279438974910597,1.4044455535937375,1.613640737365293,1.6104815674030761,0.46265147928345984,0,1.3245226204765927,-0.5490158829362881,1.5050304726415462,1.4794986122049596,1.0732955118529668,1.087404091759146,2.0387473885260983,2.5749195303164862,0,2.905078774815164,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-10,1.6749046013739224,1.3067585641112682,0.7135857944405312,0.31016469240210265,0.8371240420308336,0,1.3245226204765927,-0.5490158829362881,1.5144882932860462,1.4794986122049596,1.2161366465139856,1.1529895099702354,2.3423919352297307,2.9501252605885173,0,2.706685788146544,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-11,-1.3913420844421112,-1.4171660162999016,-1.5665533943021992,-1.5524513717884811,-1.4217277326409208,1,1.3245226204765927,-0.5490158829362881,1.5239461139305464,1.4794986122049596,1.660525807766616,-1.4071039379483574,1.148234763810935,1.4745360612241405,0,2.5082928014779236,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-12,-0.3786938095559566,0.003922609645072617,-0.24647281134588167,-0.07641600016575434,-0.394903399059955,1,1.3245226204765927,-0.5490158829362881,1.5334039345750463,1.4794986122049596,-1.3880795418002012,0.40760255791558486,0.7873553615048017,1.0286066969317338,0,2.3098998148093033,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-13,0.7033077874263985,0.8954449241850817,0.5335748058555787,0.5210268883482064,0.47917402679128906,0,1.3245226204765927,-0.5490158829362881,1.5428617552195463,1.5457960469643273,-0.3812574350439931,1.5072832430218315,0.8634106984883793,1.1225863140985823,0,2.111506828140683,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-12-14,1.0377089315416463,0.6106102285361976,1.1036096030412612,0.9778949795647648,0.7845522999604679,0,1.3245226204765927,-0.5490158829362881,1.5523195758640465,1.5457960469643273,0.6945189765731883,2.1301108287928785,1.0016164452122773,1.2933635886792596,0,1.913113841472063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-15,0.21965659550401642,-0.08759467523850387,0.6235803001480549,0.7670327836186609,0.43711663313499655,0,1.3245226204765927,0.2411363877994678,1.5617773965085464,1.5457960469643273,1.0269961779565127,1.1051113811907984,0.7847370176455704,1.1995827656928677,0,1.7147208548034427,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-16,0.9308514844868936,0.35765233998159296,2.063668208827674,1.8916311619978812,1.3114251435667696,0,1.3245226204765927,0.2411363877994678,1.5712352171530466,1.5457960469643273,0.21365042224598255,1.2509029322045413,0.7102149582075719,1.2980936777661354,0,1.5163278681348225,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-17,0.9160263543941595,1.7478924429321032,0.3835656487014517,0.20473359442905076,0.23942377449236885,0,1.3245226204765927,0.2411363877994678,1.5806930377975466,1.5457960469643273,0.9207535242786092,1.7044710533656373,0.5198594750238367,1.3736858314278504,0,1.3179348814662022,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-18,-1.3913420844421112,-1.4171660162999016,-1.5665533943021992,-1.5524513717884811,-1.4217277326409208,1,1.3245226204765927,0.2411363877994678,1.5901508584420465,1.5457960469643273,0.9060136890534127,-1.4071039379483574,0.5198594750238367,0.9804206161281378,0,1.119541894797582,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-19,-0.9658220744784052,-0.9071371027914303,-0.876511271393215,-0.9550084832745203,-1.0042734379151383,1,1.3245226204765927,0.2411363877994678,1.5996086790865467,1.5457960469643273,-1.3880795418002012,-0.3794856899747939,0.3725854096451761,0.7296363903120109,0,0.9211489081289617,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-20,-0.08545059485350301,0.28567245299451033,0.26355832297815013,-0.11155969949010497,-0.08259258847490375,0,1.3245226204765927,0.2411363877994678,1.6090664997310467,1.6120934817236947,-0.9650077176303078,0.7185111298199246,0.17473485381271134,0.664366869383811,1,0.7227559214603414,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-21,0.8030318467122071,0.16022179281702348,0.053545502962372336,-0.7441462873284164,-0.08721428008548535,0,1.3245226204765927,0.2411363877994678,1.6185243203755468,1.6120934817236947,-0.08970136514215116,1.0578557239483242,0.11586892893919264,0.74611591489796,1,0.5243629347917211,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-22,-1.125475181093421,-1.190943514340499,-1.0865240914089929,-1.0955832805719228,-1.103293180671849,0,1.3245226204765927,1.0312886585352237,1.6279821410200468,1.6120934817236947,0.7936692836980451,0.22771012536506632,-0.2215412027901858,0.5380157911473052,1,0.32596994812310087,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-23,-0.7370679034588142,-0.4546920988726253,-0.7565039456699134,-1.0252958819232214,-0.7604792054569591,0,1.3245226204765927,1.0312886585352237,1.637439961664547,1.6120934817236947,-1.1237422764487435,0.9494186039249103,-0.6399187254923114,0.40859810542458036,1,0.12757696145448058,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-24,-1.3913420844421112,-1.4171660162999016,-1.5665533943021992,-1.5524513717884811,-1.4217277326409208,0,1.3245226204765927,1.0312886585352237,1.646897782309047,1.6120934817236947,-0.7375696603037328,0.9343743140271289,-1.218694353606069,0.210902244113194,1,-0.07081602521413967,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-25,-1.3913420844421112,-1.4171660162999016,-1.5665533943021992,-1.5524513717884811,-1.4217277326409208,1,1.3245226204765927,1.0312886585352237,1.656355602953547,1.6120934817236947,-1.3880795418002012,-1.4071039379483574,-1.218694353606069,0.03517258961418337,1,-0.2692090118827599,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
